Step Type,Target Page,Step Number,Step Title,Option
Customized Step,~vKloppA : Day 2 - Part 1,7,7,
Customized Step,~vKloppA : Day 2 - Part 2,6,6,
Customized Step,~vKloppA : Day 2 - Part 2,6,6,
Customized Step,~vKloppA : Day 2 - Part 2,6,6,
Customized Step,~vKloppA : Day 2 - Part 2,6,6,
Customized Step,~vKloppA : Day 2 - Part 2,11,11,
Customized Step,~vKloppA : Day 2 - Part 2,12,12,
Customized Step,~vKloppA : Day 2 - Part 2,14,14,
Customized Step,~vKloppA : Day 2 - Part 2,16,16,
Customized Step,~vKloppA : Day 2 - Part 1,7,7,
Customized Step,~vKloppA : OMS721 Relative Potency Assay Qualification of New Lot of Wieslab Complement System MBL Pathway  Kit Worksheet,2,2,
Customized Step,~vKloppA : OMS721 Relative Potency Assay Qualification of New Lot of Wieslab Complement System MBL Pathway  Kit Worksheet,1,1,
Instructional Step,"WsRepo : Appendix A: Anti-AGEN1181 Assay, Screening and Titer Method {28634955}",1,1,
Incubation,"WsRepo : Appendix A: Anti-AGEN1181 Assay, Screening and Titer Method {28634955}",2,2,Interval Duration
Incubation,"WsRepo : Appendix A: Anti-AGEN1181 Assay, Screening and Titer Method {28634955}",3,3,Interval Duration
Instructional Step,"WsRepo : Appendix A: Anti-AGEN1181 Assay, Screening and Titer Method {28634955}",4,4,
Instructional Step,"WsRepo : Appendix A: Anti-AGEN1181 Assay, Screening and Titer Method {28634955}",5,5,
Incubation,"WsRepo : Appendix A: Anti-AGEN1181 Assay, Screening and Titer Method {28634955}",6,6,Interval Duration
Instructional Step,"WsRepo : Appendix A: Anti-AGEN1181 Assay, Screening and Titer Method {28634955}",7,7,
Incubation,"WsRepo : Appendix A: Anti-AGEN1181 Assay, Screening and Titer Method {28634955}",8,8,Interval Duration
Instructional Step,"WsRepo : Appendix A: Anti-AGEN1181 Assay, Screening and Titer Method {28634955}",9,9,
Instructional Step,"WsRepo : Appendix A: Anti-AGEN1181 Assay, Screening and Titer Method {28634955}",10,10,
Instructional Step,"WsRepo : Appendix A: Anti-AGEN1181 Assay, Screening and Titer Method {28634955}",11,11,
Instructional Step,"WsRepo : Appendix B: Anti-AGEN1181 Assay, Confirmatory Method {28634955}",1,1,
Incubation,"WsRepo : Appendix B: Anti-AGEN1181 Assay, Confirmatory Method {28634955}",3,3,Interval Duration
Instructional Step,"WsRepo : Appendix B: Anti-AGEN1181 Assay, Confirmatory Method {28634955}",4,4,
Instructional Step,"WsRepo : Appendix B: Anti-AGEN1181 Assay, Confirmatory Method {28634955}",5,5,
Incubation,"WsRepo : Appendix B: Anti-AGEN1181 Assay, Confirmatory Method {28634955}",5,5,Interval Duration
Instructional Step,"WsRepo : Appendix B: Anti-AGEN1181 Assay, Confirmatory Method {28634955}",7,7,
Incubation,"WsRepo : Appendix B: Anti-AGEN1181 Assay, Confirmatory Method {28634955}",8,8,Interval Duration
Incubation,"WsRepo : Appendix B: Anti-AGEN1181 Assay, Confirmatory Method {28634955}",2,2,Interval Duration
Incubation,"WsRepo : Appendix B: Anti-AGEN1181 Assay, Confirmatory Method {28634955}",6,6,Interval Duration
Instructional Step,"WsRepo : Appendix B: Anti-AGEN1181 Assay, Confirmatory Method {28634955}",9,9,
Instructional Step,"WsRepo : Appendix B: Anti-AGEN1181 Assay, Confirmatory Method {28634955}",10,10,
Instructional Step,"WsRepo : Appendix B: Anti-AGEN1181 Assay, Confirmatory Method {28634955}",11,11,
N/A Step,~vKloppA : Andres' Worksheet Stepifier,2NA,2NA,
,,,,
N/A Step,~vKloppA : Andres' Worksheet Stepifier,4NA,4NA,
,,,,
Incubation,"WsRepo : Appendix B: Anti-AGEN1181 Assay, Confirmatory Method {28634955}",3,3,Interval Duration
Customized Step,~vKloppA : Day 2 - Part 1,7,7,
Instructional Step,~vKloppA : Day 2 - Part 2,11,11,
WashProgram Step,WsRepo : BAL-20-578-054_Chemokine_Cytokine_PIP_IL1RA - Assay Procedure,1,1,
Incubation,WsRepo : BAL-20-578-054_Chemokine_Cytokine_PIP_IL1RA - Assay Procedure,2,2,No Greater than Higher Bound
Instructional Step,WsRepo : BAL-20-578-054_Chemokine_Cytokine_PIP_IL1RA - Assay Procedure,1,1,
Incubation,WsRepo : BAL-20-578-054_Chemokine_Cytokine_PIP_IL1RA - Assay Procedure,2,2,Interval Duration
Instructional Step,WsRepo : BAL-20-578-054_Chemokine_Cytokine_PIP_IL1RA - Assay Procedure,1,1,
Instructional Step,WsRepo : BAL-20-578-054_Chemokine_Cytokine_PIP_IL1RA - Assay Procedure,3,3,
Incubation,WsRepo : BAL-20-578-054_Chemokine_Cytokine_PIP_IL1RA - Assay Procedure,4,4,Interval Duration
Instructional Step,WsRepo : BAL-20-578-054_Chemokine_Cytokine_PIP_IL1RA - Assay Procedure,5,5,
Instructional Step,WsRepo : BAL-20-578-054_Chemokine_Cytokine_PIP_IL1RA - Assay Procedure,6,6,
Incubation,WsRepo : BAL-20-578-054_UPLEX - Assay Procedure,1,1,Interval Duration
WashProgram Step,WsRepo : BAL-20-578-054_UPLEX - Assay Procedure,2,2,
Instructional Step,WsRepo : BAL-20-578-054_UPLEX - Assay Procedure,3,3,
Incubation,WsRepo : BAL-20-578-054_UPLEX - Assay Procedure,4,4,Interval Duration
WashProgram Step,WsRepo : BAL-20-578-054_UPLEX - Assay Procedure,5,5,
Incubation,WsRepo : BAL-20-578-054_UPLEX - Assay Procedure,6,6,Interval Duration
WashProgram Step,WsRepo : BAL-20-578-054_UPLEX - Assay Procedure,7,7,
Instructional Step,WsRepo : BAL-20-578-054_UPLEX - Assay Procedure,8,8,
Instructional Step,"WsRepo : Worksheet #2 for Detection of Anti-UX003 (anti-GUS, anti-Mepsevii) Antibodies in Human Serum Samples",1,1,
Incubation,"WsRepo : Worksheet #2 for Detection of Anti-UX003 (anti-GUS, anti-Mepsevii) Antibodies in Human Serum Samples",2,2,No Less than Lower Bound
Instructional Step,"WsRepo : Worksheet #2 for Detection of Anti-UX003 (anti-GUS, anti-Mepsevii) Antibodies in Human Serum Samples",3,3,
Incubation,"WsRepo : Worksheet #2 for Detection of Anti-UX003 (anti-GUS, anti-Mepsevii) Antibodies in Human Serum Samples",4,4,Interval Duration
Instructional Step,"WsRepo : Worksheet #2 for Detection of Anti-UX003 (anti-GUS, anti-Mepsevii) Antibodies in Human Serum Samples",5,5,
Incubation,"WsRepo : Worksheet #2 for Detection of Anti-UX003 (anti-GUS, anti-Mepsevii) Antibodies in Human Serum Samples",6,6,Interval Duration
Instructional Step,"WsRepo : Worksheet #2 for Detection of Anti-UX003 (anti-GUS, anti-Mepsevii) Antibodies in Human Serum Samples",7,7,
Instructional Step,"WsRepo : Worksheet #2 for Detection of Anti-UX003 (anti-GUS, anti-Mepsevii) Antibodies in Human Serum Samples",8,8,
Incubation,"WsRepo : Worksheet #2 for Detection of Anti-UX003 (anti-GUS, anti-Mepsevii) Antibodies in Human Serum Samples",9,9,Interval Duration
Instructional Step,"WsRepo : Worksheet #2 for Detection of Anti-UX003 (anti-GUS, anti-Mepsevii) Antibodies in Human Serum Samples",10,10,
Instructional Step,"WsRepo : Worksheet #2 for Detection of Anti-UX003 (anti-GUS, anti-Mepsevii) Antibodies in Human Serum Samples",11,11,
Instructional Step,"WsRepo : Worksheet #2 for Detection of Anti-UX003 (anti-GUS, anti-Mepsevii) Antibodies in Human Serum Samples",12,12,
Instructional Step,WsRepo : Screening/Titer Worksheet for Detection of Anti-ATB200 Antibodies in Human Plasma Samples from Clinical Trial ATB200-02 using a Validated Bridging Electrochemiluminescent Assay,1,1,
Incubation,WsRepo : Screening/Titer Worksheet for Detection of Anti-ATB200 Antibodies in Human Plasma Samples from Clinical Trial ATB200-02 using a Validated Bridging Electrochemiluminescent Assay,2,2,No Less than Lower Bound
Instructional Step,WsRepo : Screening/Titer Worksheet for Detection of Anti-ATB200 Antibodies in Human Plasma Samples from Clinical Trial ATB200-02 using a Validated Bridging Electrochemiluminescent Assay,3,3,
Instructional Step,WsRepo : Screening/Titer Worksheet for Detection of Anti-ATB200 Antibodies in Human Plasma Samples from Clinical Trial ATB200-02 using a Validated Bridging Electrochemiluminescent Assay,4,4,
Incubation,WsRepo : Screening/Titer Worksheet for Detection of Anti-ATB200 Antibodies in Human Plasma Samples from Clinical Trial ATB200-02 using a Validated Bridging Electrochemiluminescent Assay,5,5,Interval Duration
Instructional Step,WsRepo : Screening/Titer Worksheet for Detection of Anti-ATB200 Antibodies in Human Plasma Samples from Clinical Trial ATB200-02 using a Validated Bridging Electrochemiluminescent Assay,6,6,
Instructional Step,WsRepo : Screening/Titer Worksheet for Detection of Anti-ATB200 Antibodies in Human Plasma Samples from Clinical Trial ATB200-02 using a Validated Bridging Electrochemiluminescent Assay,7,7,
Incubation,WsRepo : Screening/Titer Worksheet for Detection of Anti-ATB200 Antibodies in Human Plasma Samples from Clinical Trial ATB200-02 using a Validated Bridging Electrochemiluminescent Assay,8,8,Interval Duration
Instructional Step,WsRepo : Screening/Titer Worksheet for Detection of Anti-ATB200 Antibodies in Human Plasma Samples from Clinical Trial ATB200-02 using a Validated Bridging Electrochemiluminescent Assay,9,9,
Plate Map,WsRepo : Screening/Titer Worksheet for Detection of Anti-ATB200 Antibodies in Human Plasma Samples from Clinical Trial ATB200-02 using a Validated Bridging Electrochemiluminescent Assay,10,10,
Customized Step,WsRepo : Screening/Titer Worksheet for Detection of Anti-ATB200 Antibodies in Human Plasma Samples from Clinical Trial ATB200-02 using a Validated Bridging Electrochemiluminescent Assay,10,10,
Instructional Step,WsRepo : Screening/Titer Worksheet for Detection of Anti-ATB200 Antibodies in Human Plasma Samples from Clinical Trial ATB200-02 using a Validated Bridging Electrochemiluminescent Assay,11,11,
Customized Step,WsRepo : Screening/Titer Worksheet for Detection of Anti-ATB200 Antibodies in Human Plasma Samples from Clinical Trial ATB200-02 using a Validated Bridging Electrochemiluminescent Assay,10,10,
Instructional Step,"WsRepo : Worksheet #1 for Detection of Anti-UX003 (anti-GUS, anti-Mepsevii) Antibodies in Human Serum Samples",1,1,
Incubation,"WsRepo : Worksheet #1 for Detection of Anti-UX003 (anti-GUS, anti-Mepsevii) Antibodies in Human Serum Samples",2,2,No Less than Lower Bound
Instructional Step,"WsRepo : Worksheet #1 for Detection of Anti-UX003 (anti-GUS, anti-Mepsevii) Antibodies in Human Serum Samples",3,3,
Instructional Step,"WsRepo : Worksheet #1 for Detection of Anti-UX003 (anti-GUS, anti-Mepsevii) Antibodies in Human Serum Samples",4,4,
Incubation,"WsRepo : Worksheet #1 for Detection of Anti-UX003 (anti-GUS, anti-Mepsevii) Antibodies in Human Serum Samples",5,5,Interval Duration
Instructional Step,"WsRepo : Worksheet #1 for Detection of Anti-UX003 (anti-GUS, anti-Mepsevii) Antibodies in Human Serum Samples",6,6,
Instructional Step,"WsRepo : Worksheet #1 for Detection of Anti-UX003 (anti-GUS, anti-Mepsevii) Antibodies in Human Serum Samples",7,7,
Incubation,"WsRepo : Worksheet #1 for Detection of Anti-UX003 (anti-GUS, anti-Mepsevii) Antibodies in Human Serum Samples",8,8,Interval Duration
Instructional Step,"WsRepo : Worksheet #1 for Detection of Anti-UX003 (anti-GUS, anti-Mepsevii) Antibodies in Human Serum Samples",9,9,
Instructional Step,"WsRepo : Worksheet #1 for Detection of Anti-UX003 (anti-GUS, anti-Mepsevii) Antibodies in Human Serum Samples",10,10,
Instructional Step,"WsRepo : Worksheet #1 for Detection of Anti-UX003 (anti-GUS, anti-Mepsevii) Antibodies in Human Serum Samples",11,11,
Instructional Step,WsRepo : Confirmatory Assay Worksheet for the Detection of Anti-ZTS-00084768 Antibodies in Feline Serum Method,1,1,
Incubation,WsRepo : Confirmatory Assay Worksheet for the Detection of Anti-ZTS-00084768 Antibodies in Feline Serum Method,2,2,Interval Duration
Incubation,WsRepo : Confirmatory Assay Worksheet for the Detection of Anti-ZTS-00084768 Antibodies in Feline Serum Method,3,3,Interval Duration
Incubation,WsRepo : Confirmatory Assay Worksheet for the Detection of Anti-ZTS-00084768 Antibodies in Feline Serum Method,4,4,Interval Duration
Instructional Step,WsRepo : Confirmatory Assay Worksheet for the Detection of Anti-ZTS-00084768 Antibodies in Feline Serum Method,5,5,
Instructional Step,WsRepo : Confirmatory Assay Worksheet for the Detection of Anti-ZTS-00084768 Antibodies in Feline Serum Method,6,6,
Incubation,WsRepo : Confirmatory Assay Worksheet for the Detection of Anti-ZTS-00084768 Antibodies in Feline Serum Method,7,7,Interval Duration
WashProgram Step,WsRepo : Confirmatory Assay Worksheet for the Detection of Anti-ZTS-00084768 Antibodies in Feline Serum Method,8,8,
Incubation,WsRepo : Confirmatory Assay Worksheet for the Detection of Anti-ZTS-00084768 Antibodies in Feline Serum Method,9,9,Interval Duration
WashProgram Step,WsRepo : Confirmatory Assay Worksheet for the Detection of Anti-ZTS-00084768 Antibodies in Feline Serum Method,10,10,
Instructional Step,WsRepo : Confirmatory Assay Worksheet for the Detection of Anti-ZTS-00084768 Antibodies in Feline Serum Method,11,11,
Instructional Step,WsRepo : Confirmatory Assay Worksheet for the Detection of Anti-ZTS-00084768 Antibodies in Feline Serum Method,12,12,
Interval Step,WsRepo : Worksheet of Quantification of THOR-707 in Human K3EDTA Plasma using a Validated Electrochemiluminescence Method,1,1,Interval Duration
Instructional Step,WsRepo : Worksheet of Quantification of THOR-707 in Human K3EDTA Plasma using a Validated Electrochemiluminescence Method,2,2,
Incubation,WsRepo : Worksheet of Quantification of THOR-707 in Human K3EDTA Plasma using a Validated Electrochemiluminescence Method,3,3,No Less than Lower Bound
Instructional Step,WsRepo : Worksheet of Quantification of THOR-707 in Human K3EDTA Plasma using a Validated Electrochemiluminescence Method,4,4,
WashProgram Step,WsRepo : Worksheet of Quantification of THOR-707 in Human K3EDTA Plasma using a Validated Electrochemiluminescence Method,5,5,
Incubation,WsRepo : Worksheet of Quantification of THOR-707 in Human K3EDTA Plasma using a Validated Electrochemiluminescence Method,6,6,Interval Duration
WashProgram Step,WsRepo : Worksheet of Quantification of THOR-707 in Human K3EDTA Plasma using a Validated Electrochemiluminescence Method,7,7,
Incubation,WsRepo : Worksheet of Quantification of THOR-707 in Human K3EDTA Plasma using a Validated Electrochemiluminescence Method,8,8,Interval Duration
WashProgram Step,WsRepo : Worksheet of Quantification of THOR-707 in Human K3EDTA Plasma using a Validated Electrochemiluminescence Method,9,9,
Customized Step,WsRepo : Worksheet of Quantification of THOR-707 in Human K3EDTA Plasma using a Validated Electrochemiluminescence Method,10,10,
Instructional Step,WsRepo : Confirmatory Assay Worksheet for Detection of Anti-ZTS-00075623 Antibodies in Canine Serum Method,1,1,
Incubation,WsRepo : Confirmatory Assay Worksheet for Detection of Anti-ZTS-00075623 Antibodies in Canine Serum Method,2,2,Interval Duration
Incubation,WsRepo : Confirmatory Assay Worksheet for Detection of Anti-ZTS-00075623 Antibodies in Canine Serum Method,3,3,Interval Duration
Incubation,WsRepo : Confirmatory Assay Worksheet for Detection of Anti-ZTS-00075623 Antibodies in Canine Serum Method,4,4,Interval Duration
Instructional Step,WsRepo : Confirmatory Assay Worksheet for Detection of Anti-ZTS-00075623 Antibodies in Canine Serum Method,5,5,
Instructional Step,WsRepo : Confirmatory Assay Worksheet for Detection of Anti-ZTS-00075623 Antibodies in Canine Serum Method,6,6,
Incubation,WsRepo : Confirmatory Assay Worksheet for Detection of Anti-ZTS-00075623 Antibodies in Canine Serum Method,7,7,Interval Duration
WashProgram Step,WsRepo : Confirmatory Assay Worksheet for Detection of Anti-ZTS-00075623 Antibodies in Canine Serum Method,8,8,
Incubation,WsRepo : Confirmatory Assay Worksheet for Detection of Anti-ZTS-00075623 Antibodies in Canine Serum Method,9,9,Interval Duration
WashProgram Step,WsRepo : Confirmatory Assay Worksheet for Detection of Anti-ZTS-00075623 Antibodies in Canine Serum Method,10,10,
Instructional Step,WsRepo : Confirmatory Assay Worksheet for Detection of Anti-ZTS-00075623 Antibodies in Canine Serum Method,11,11,
Instructional Step,WsRepo : Confirmatory Assay Worksheet for Detection of Anti-ZTS-00075623 Antibodies in Canine Serum Method,12,12,
Instructional Step,WsRepo : Screening and Titer Assay Worksheet for Detection of Anti-ZTS-00075623 Antibodies in Canine Serum Method,1,1,
Incubation,WsRepo : Screening and Titer Assay Worksheet for Detection of Anti-ZTS-00075623 Antibodies in Canine Serum Method,2,2,Interval Duration
Incubation,WsRepo : Screening and Titer Assay Worksheet for Detection of Anti-ZTS-00075623 Antibodies in Canine Serum Method,3,3,Interval Duration
Incubation,WsRepo : Screening and Titer Assay Worksheet for Detection of Anti-ZTS-00075623 Antibodies in Canine Serum Method,4,4,Interval Duration
Instructional Step,WsRepo : Screening and Titer Assay Worksheet for Detection of Anti-ZTS-00075623 Antibodies in Canine Serum Method,5,5,
Instructional Step,WsRepo : Screening and Titer Assay Worksheet for Detection of Anti-ZTS-00075623 Antibodies in Canine Serum Method,6,6,
Incubation,WsRepo : Screening and Titer Assay Worksheet for Detection of Anti-ZTS-00075623 Antibodies in Canine Serum Method,7,7,Interval Duration
WashProgram Step,WsRepo : Screening and Titer Assay Worksheet for Detection of Anti-ZTS-00075623 Antibodies in Canine Serum Method,8,8,
